timestamp,status
2025-03-17 14:45:55.908748,1
2025-03-17 14:46:55.992089,1
2025-03-17 14:47:56.047507,1
2025-03-17 14:48:56.099969,0
2025-03-17 14:49:59.929947,1
2025-03-17 14:51:00.411702,1
2025-03-17 14:52:00.532955,1
2025-03-17 14:53:00.591608,1
2025-03-17 14:54:00.697431,1
2025-03-17 14:55:00.929271,1
2025-03-17 14:56:01.013866,1
2025-03-17 14:57:01.188002,1
